Temperature,Humidity,Moisture,Nitrogen,Phosphorus,Potassium,Soil_Type,Crop_Type,Fertilizer
23.8,59,41,58,50,72,Sandy,Oil Seeds,NPK 10-26-26
23.9,52,35,95,16,8,Clayey,Cotton,Urea
27.0,38,41,14,35,31,Black,Millets,Ammonium Sulphate
23.8,45,39,4,50,0,Red,Sugarcane,SSP
30.1,54,46,41,30,58,Sandy,Millets,NPK 10-26-26
35.2,66,41,84,6,0,Clayey,Cotton,Urea
25.0,52,58,14,67,28,Black,Rice,DAP
30.3,42,44,26,16,29,Sandy,Wheat,Ammonium Sulphate
39.2,81,51,65,37,42,Black,Tobacco,NPK 20-20-20
26.2,52,55,47,54,63,Clayey,Wheat,NPK 10-26-26
25.9,47,46,43,55,46,Black,Wheat,NPK 10-26-26
31.4,70,54,53,48,35,Sandy,Oil Seeds,NPK 20-20-20
21.1,52,30,21,15,34,Loamy,Wheat,Ammonium Sulphate
29.6,46,28,12,47,11,Clayey,Oil Seeds,SSP
22.6,42,32,4,45,11,Red,Wheat,SSP
27.6,47,30,5,38,7,Loamy,Maize,SSP
26.8,43,46,20,25,24,Sandy,Millets,Ammonium Sulphate
30.0,71,51,13,65,35,Loamy,Wheat,DAP
29.2,65,50,4,72,13,Red,Maize,DAP
25.2,49,55,10,88,11,Loamy,Wheat,DAP
29.7,49,29,9,17,65,Black,Maize,MOP
25.5,50,37,33,24,27,Black,Wheat,Ammonium Sulphate
26.0,51,38,33,34,32,Red,Millets,Ammonium Sulphate
27.4,43,31,5,52,16,Red,Tobacco,SSP
25.5,37,32,6,47,8,Sandy,Rice,SSP
24.4,39,37,18,48,9,Red,Pulses,SSP
28.9,65,54,59,54,31,Loamy,Cotton,NPK 20-20-20
31.2,60,41,40,55,66,Red,Wheat,NPK 10-26-26
35.1,45,29,11,3,72,Red,Cotton,MOP
34.8,47,45,27,18,35,Sandy,Maize,Ammonium Sulphate
33.1,39,31,15,21,36,Loamy,Sugarcane,Ammonium Sulphate
34.1,66,60,48,43,37,Loamy,Maize,NPK 20-20-20
26.5,50,38,8,43,9,Loamy,Ground Nuts,SSP
22.3,51,36,15,24,15,Loamy,Tobacco,Ammonium Sulphate
26.5,68,48,50,42,34,Loamy,Tobacco,NPK 20-20-20
29.0,64,33,14,62,12,Red,Rice,DAP
33.0,64,59,16,67,22,Black,Maize,DAP
28.0,54,51,20,27,18,Sandy,Millets,Ammonium Sulphate
26.8,46,46,26,31,27,Red,Millets,Ammonium Sulphate
28.8,53,45,40,66,66,Clayey,Rice,NPK 10-26-26
30.9,58,49,52,53,55,Sandy,Wheat,NPK 10-26-26
23.9,42,31,8,46,16,Red,Pulses,SSP
30.3,47,43,90,14,8,Clayey,Maize,Urea
28.9,46,52,21,89,29,Loamy,Rice,DAP
29.2,47,35,12,0,63,Black,Rice,MOP
32.8,73,58,47,40,37,Red,Cotton,NPK 20-20-20
31.8,65,39,11,81,27,Red,Pulses,DAP
31.0,60,60,40,76,13,Loamy,Maize,DAP
31.5,47,29,17,11,72,Black,Cotton,MOP
27.8,62,41,20,79,9,Red,Rice,DAP
34.6,62,54,63,45,37,Loamy,Sugarcane,NPK 20-20-20
30.4,60,47,71,42,41,Red,Oil Seeds,NPK 20-20-20
36.3,66,55,7,80,19,Red,Cotton,DAP
26.1,55,43,17,23,37,Red,Wheat,Ammonium Sulphate
33.0,66,49,63,48,34,Clayey,Wheat,NPK 20-20-20
26.4,46,35,27,25,18,Loamy,Wheat,Ammonium Sulphate
32.2,56,60,57,52,46,Black,Maize,NPK 20-20-20
32.3,69,41,7,86,12,Loamy,Pulses,DAP
25.5,47,48,23,38,40,Loamy,Tobacco,Ammonium Sulphate
34.6,48,43,62,46,62,Sandy,Cotton,NPK 10-26-26
22.5,59,25,91,2,19,Clayey,Sugarcane,Urea
27.5,58,46,57,41,50,Loamy,Maize,NPK 10-26-26
34.2,60,46,84,18,8,Black,Cotton,Urea
25.3,49,33,8,19,64,Loamy,Cotton,MOP
30.0,47,49,44,69,70,Loamy,Maize,NPK 10-26-26
34.8,64,64,58,45,55,Loamy,Tobacco,NPK 20-20-20
25.5,52,40,28,21,25,Clayey,Maize,Ammonium Sulphate
27.3,69,46,16,61,22,Loamy,Maize,DAP
28.2,55,50,28,8,24,Red,Pulses,Ammonium Sulphate
23.2,67,47,47,46,53,Red,Maize,NPK 10-26-26
29.0,46,49,31,15,17,Sandy,Millets,Ammonium Sulphate
27.5,61,34,90,13,21,Black,Maize,Urea
26.6,58,44,16,80,17,Loamy,Rice,DAP
27.3,66,45,54,51,58,Loamy,Maize,NPK 10-26-26
24.9,62,62,61,39,39,Sandy,Cotton,NPK 20-20-20
34.6,44,39,34,24,17,Red,Tobacco,Ammonium Sulphate
31.8,54,51,85,18,0,Loamy,Wheat,Urea
20.2,56,24,2,52,12,Loamy,Ground Nuts,SSP
30.4,54,55,9,82,16,Black,Sugarcane,DAP
28.3,46,32,6,10,62,Red,Wheat,MOP
28.0,63,54,21,84,9,Black,Oil Seeds,DAP
28.2,57,43,24,22,25,Sandy,Tobacco,Ammonium Sulphate
29.7,44,42,84,19,0,Loamy,Ground Nuts,Urea
20.4,53,40,44,54,54,Loamy,Rice,NPK 10-26-26
24.2,46,37,86,19,23,Clayey,Maize,Urea
22.0,50,40,15,24,20,Red,Maize,Ammonium Sulphate
27.0,49,44,90,6,6,Clayey,Maize,Urea
30.2,63,56,11,73,23,Red,Wheat,DAP
33.7,64,37,24,31,34,Black,Millets,Ammonium Sulphate
29.7,60,41,21,80,28,Loamy,Maize,DAP
30.3,47,38,33,19,23,Red,Millets,Ammonium Sulphate
31.4,60,38,80,8,18,Clayey,Cotton,Urea
39.5,59,58,21,73,29,Red,Maize,DAP
25.2,59,33,102,18,8,Clayey,Rice,Urea
28.0,65,59,65,43,32,Loamy,Maize,NPK 20-20-20
29.3,42,30,20,51,9,Black,Ground Nuts,SSP
29.2,53,30,53,53,53,Red,Oil Seeds,NPK 10-26-26
27.3,64,32,21,31,29,Sandy,Wheat,Ammonium Sulphate
19.8,49,38,91,12,0,Black,Sugarcane,Urea
31.6,46,34,16,48,9,Sandy,Oil Seeds,SSP
29.3,53,44,78,3,11,Clayey,Maize,Urea
27.2,40,31,12,12,84,Red,Wheat,MOP
24.3,43,51,54,50,62,Red,Cotton,NPK 10-26-26
24.3,53,35,46,53,43,Loamy,Rice,NPK 10-26-26
26.0,46,40,47,57,68,Black,Millets,NPK 10-26-26
23.5,55,37,92,4,9,Clayey,Rice,Urea
38.6,57,53,65,49,54,Sandy,Cotton,NPK 10-26-26
34.5,51,28,76,35,17,Clayey,Rice,Urea
27.2,62,47,27,33,30,Loamy,Wheat,Ammonium Sulphate
27.2,50,48,36,49,58,Sandy,Wheat,NPK 10-26-26
35.1,70,49,64,41,41,Clayey,Cotton,NPK 20-20-20
34.0,40,37,35,14,32,Red,Wheat,Ammonium Sulphate
24.0,55,34,15,19,69,Red,Cotton,MOP
28.3,49,45,10,9,64,Loamy,Oil Seeds,MOP
29.3,42,39,7,16,77,Black,Cotton,MOP
33.8,56,42,3,13,63,Loamy,Wheat,MOP
25.3,58,33,6,19,77,Black,Rice,MOP
32.2,66,59,56,40,45,Red,Cotton,NPK 20-20-20
24.9,70,54,68,47,35,Sandy,Maize,NPK 20-20-20
25.5,44,39,17,49,9,Loamy,Oil Seeds,SSP
28.9,48,48,30,14,29,Sandy,Millets,Ammonium Sulphate
31.7,43,47,18,79,16,Black,Wheat,DAP
39.3,66,51,29,76,22,Black,Maize,DAP
25.2,52,56,9,16,84,Red,Cotton,MOP
31.8,51,36,13,21,77,Loamy,Rice,MOP
32.5,64,50,56,38,33,Sandy,Maize,NPK 20-20-20
27.7,53,44,57,50,59,Sandy,Cotton,NPK 10-26-26
33.7,69,48,57,51,43,Loamy,Rice,NPK 20-20-20
23.2,44,43,12,62,15,Sandy,Rice,SSP
29.1,47,36,0,0,72,Loamy,Tobacco,MOP
12.2,44,34,19,16,26,Loamy,Millets,Ammonium Sulphate
28.2,40,28,8,56,14,Loamy,Pulses,SSP
32.9,73,55,9,62,11,Black,Wheat,DAP
28.7,64,38,20,69,15,Red,Wheat,DAP
28.1,49,30,5,14,72,Clayey,Cotton,MOP
25.3,39,37,16,54,11,Red,Ground Nuts,SSP
25.5,48,36,13,52,18,Black,Pulses,SSP
27.0,51,38,56,55,59,Sandy,Maize,NPK 10-26-26
26.6,39,38,83,27,9,Red,Oil Seeds,Urea
32.3,60,35,3,4,50,Loamy,Ground Nuts,MOP
25.4,49,41,38,5,38,Sandy,Oil Seeds,Ammonium Sulphate
38.9,69,52,52,40,32,Sandy,Oil Seeds,NPK 20-20-20
24.9,60,35,23,71,14,Loamy,Pulses,DAP
25.6,69,51,62,38,46,Sandy,Maize,NPK 20-20-20
28.6,59,54,26,70,21,Loamy,Rice,DAP
25.5,64,44,41,56,57,Sandy,Wheat,NPK 10-26-26
27.3,64,45,13,74,32,Red,Tobacco,DAP
18.5,29,26,11,50,11,Loamy,Cotton,SSP
27.6,43,36,29,15,27,Sandy,Wheat,Ammonium Sulphate
34.7,56,23,26,23,27,Sandy,Tobacco,Ammonium Sulphate
26.8,35,37,15,47,6,Sandy,Tobacco,SSP
28.3,48,39,78,15,12,Loamy,Maize,Urea
25.2,40,41,83,29,15,Black,Sugarcane,Urea
24.7,65,53,50,50,40,Loamy,Cotton,NPK 20-20-20
29.4,68,51,17,93,36,Loamy,Maize,DAP
27.8,44,39,81,16,17,Red,Maize,Urea
31.5,66,54,52,43,49,Sandy,Rice,NPK 10-26-26
32.0,48,45,71,12,10,Clayey,Maize,Urea
34.0,61,45,16,76,18,Red,Wheat,DAP
23.0,41,40,90,18,17,Loamy,Pulses,Urea
34.5,53,62,81,10,18,Loamy,Maize,Urea
20.6,47,28,16,46,19,Red,Oil Seeds,SSP
23.4,40,31,15,9,50,Loamy,Oil Seeds,MOP
26.2,47,32,0,56,13,Sandy,Ground Nuts,SSP
25.2,68,49,49,48,54,Sandy,Oil Seeds,NPK 10-26-26
31.2,65,41,8,70,14,Red,Pulses,DAP
36.4,35,35,11,58,5,Red,Oil Seeds,SSP
35.8,79,51,14,68,17,Red,Pulses,DAP
17.4,36,20,0,42,14,Sandy,Pulses,SSP
22.1,53,31,20,61,18,Loamy,Ground Nuts,SSP
27.8,37,34,13,50,9,Red,Wheat,SSP
36.2,29,27,4,1,76,Red,Cotton,MOP
17.4,34,27,12,41,21,Loamy,Oil Seeds,SSP
22.1,44,47,87,18,12,Loamy,Maize,Urea
29.1,61,42,69,45,41,Sandy,Sugarcane,NPK 20-20-20
36.2,72,61,31,59,6,Loamy,Wheat,DAP
27.9,42,31,5,61,13,Red,Oil Seeds,SSP
26.8,53,46,17,80,19,Black,Rice,DAP
31.3,51,44,83,10,8,Red,Millets,Urea
26.8,63,54,23,74,30,Loamy,Millets,DAP
26.9,56,52,13,67,23,Loamy,Rice,DAP
28.3,57,56,57,50,27,Red,Maize,NPK 20-20-20
30.1,45,44,4,10,74,Clayey,Maize,MOP
27.6,46,41,20,82,17,Clayey,Rice,DAP
27.9,51,37,47,44,58,Sandy,Maize,NPK 10-26-26
20.5,67,50,56,50,57,Sandy,Pulses,NPK 10-26-26
32.1,55,53,11,69,19,Black,Rice,DAP
31.3,68,55,61,50,43,Red,Cotton,NPK 20-20-20
30.5,36,47,8,8,69,Red,Maize,MOP
25.5,40,39,19,29,37,Red,Wheat,Ammonium Sulphate
32.6,71,54,60,44,41,Loamy,Cotton,NPK 20-20-20
23.0,52,39,27,13,24,Red,Rice,Ammonium Sulphate
32.2,80,48,56,48,37,Sandy,Cotton,NPK 20-20-20
34.0,24,36,11,4,76,Clayey,Maize,MOP
27.1,48,37,82,17,21,Loamy,Rice,Urea
28.9,52,25,18,54,2,Sandy,Ground Nuts,SSP
32.3,46,40,17,85,19,Loamy,Oil Seeds,DAP
17.5,42,22,2,57,2,Loamy,Rice,SSP
27.3,63,43,47,60,52,Sandy,Maize,NPK 10-26-26
29.0,56,40,23,80,15,Black,Wheat,DAP
24.3,51,42,10,22,31,Black,Maize,Ammonium Sulphate
31.5,56,40,40,58,58,Red,Oil Seeds,NPK 10-26-26
29.8,59,42,25,16,21,Red,Millets,Ammonium Sulphate
29.2,44,36,20,9,33,Sandy,Millets,Ammonium Sulphate
25.9,48,44,93,28,11,Clayey,Sugarcane,Urea
22.1,46,40,10,58,12,Sandy,Oil Seeds,SSP
24.9,39,43,81,21,8,Loamy,Wheat,Urea
24.8,67,57,58,44,36,Red,Sugarcane,NPK 20-20-20
24.9,46,29,5,51,0,Red,Millets,SSP
29.8,54,45,14,11,61,Sandy,Wheat,MOP
20.5,47,31,0,49,10,Red,Ground Nuts,SSP
34.1,35,45,72,8,13,Loamy,Rice,Urea
26.0,63,46,40,48,40,Loamy,Cotton,NPK 20-20-20
27.8,37,42,48,57,58,Loamy,Wheat,NPK 10-26-26
29.6,49,43,23,10,26,Red,Wheat,Ammonium Sulphate
30.6,41,31,12,68,6,Loamy,Ground Nuts,SSP
28.4,57,48,31,16,37,Sandy,Tobacco,Ammonium Sulphate
26.8,41,33,13,62,9,Sandy,Oil Seeds,SSP
31.5,65,58,44,40,42,Loamy,Ground Nuts,NPK 20-20-20
23.8,63,48,45,43,30,Red,Maize,NPK 20-20-20
23.9,56,40,38,62,50,Black,Wheat,NPK 10-26-26
26.5,50,47,23,68,10,Red,Maize,DAP
28.3,64,24,81,10,11,Clayey,Maize,Urea
34.5,63,39,16,72,10,Loamy,Pulses,DAP
24.8,57,43,15,86,26,Loamy,Maize,DAP
25.2,50,42,104,19,12,Loamy,Tobacco,Urea
15.2,35,33,14,45,5,Red,Ground Nuts,SSP
27.1,51,33,22,74,14,Black,Pulses,DAP
25.3,36,29,73,3,13,Clayey,Cotton,Urea
24.4,62,33,19,74,11,Loamy,Pulses,DAP
27.7,60,57,21,69,17,Black,Pulses,DAP
27.9,43,39,15,23,74,Loamy,Pulses,MOP
27.2,54,51,11,62,22,Black,Maize,DAP
35.9,50,48,76,14,7,Sandy,Rice,Urea
22.7,65,53,48,55,50,Red,Wheat,NPK 10-26-26
32.2,46,26,9,15,79,Black,Wheat,MOP
29.7,66,43,44,55,57,Sandy,Cotton,NPK 10-26-26
31.6,47,39,2,8,70,Loamy,Maize,MOP
26.5,63,55,12,66,19,Loamy,Maize,DAP
37.1,36,38,21,18,63,Loamy,Rice,MOP
34.3,49,46,85,19,4,Red,Sugarcane,Urea
31.6,66,52,57,41,38,Loamy,Oil Seeds,NPK 20-20-20
34.5,47,36,41,49,62,Loamy,Maize,NPK 10-26-26
30.5,60,39,46,53,54,Loamy,Maize,NPK 10-26-26
31.0,56,50,64,35,40,Red,Sugarcane,NPK 20-20-20
31.5,50,50,42,58,60,Loamy,Rice,NPK 10-26-26
32.2,40,51,11,6,77,Clayey,Wheat,MOP
35.1,40,45,13,4,81,Black,Maize,MOP
32.3,65,52,65,34,39,Clayey,Maize,NPK 20-20-20
18.4,65,47,4,61,12,Red,Rice,DAP
26.2,36,53,79,13,15,Sandy,Millets,Urea
40.5,54,40,35,9,31,Red,Maize,Ammonium Sulphate
24.5,37,25,8,62,12,Red,Pulses,SSP
24.1,64,54,90,20,8,Black,Oil Seeds,Urea
25.2,52,44,34,53,51,Loamy,Wheat,NPK 10-26-26
33.7,64,55,53,37,43,Loamy,Maize,NPK 20-20-20
30.9,37,44,23,18,15,Loamy,Sugarcane,Ammonium Sulphate
33.1,74,56,60,40,44,Sandy,Maize,NPK 20-20-20
23.1,51,42,55,56,69,Red,Wheat,NPK 10-26-26
17.2,47,36,94,11,6,Black,Maize,Urea
29.7,68,66,52,40,42,Loamy,Ground Nuts,NPK 20-20-20
26.1,47,29,17,38,11,Red,Pulses,SSP
22.8,48,49,33,18,22,Clayey,Millets,Ammonium Sulphate
25.5,54,47,60,42,37,Sandy,Cotton,NPK 20-20-20
22.5,40,36,17,53,16,Sandy,Sugarcane,SSP
27.0,48,30,19,52,24,Red,Oil Seeds,SSP
27.3,53,41,10,7,80,Red,Ground Nuts,MOP
29.3,42,34,8,53,8,Black,Pulses,SSP
28.5,37,20,5,52,10,Loamy,Oil Seeds,SSP
29.0,49,40,3,5,70,Black,Wheat,MOP
32.9,42,41,32,19,24,Clayey,Rice,Ammonium Sulphate
26.9,56,49,44,61,52,Sandy,Rice,NPK 10-26-26
31.5,63,55,5,65,12,Red,Pulses,DAP
23.9,50,35,18,30,36,Sandy,Ground Nuts,Ammonium Sulphate
23.2,64,50,47,55,52,Black,Wheat,NPK 10-26-26
32.6,55,39,16,77,14,Black,Maize,DAP
26.9,45,38,24,17,10,Sandy,Wheat,Ammonium Sulphate
34.1,50,43,7,16,69,Loamy,Maize,MOP
33.4,48,36,13,15,69,Loamy,Sugarcane,MOP
30.4,67,60,44,40,37,Red,Tobacco,NPK 20-20-20
22.7,54,36,5,71,5,Red,Wheat,DAP
30.9,56,32,77,8,11,Clayey,Millets,Urea
32.0,43,35,0,48,21,Sandy,Pulses,SSP
31.4,40,19,5,63,8,Loamy,Ground Nuts,SSP
29.7,44,34,6,13,66,Black,Rice,MOP
32.1,61,61,58,47,53,Black,Tobacco,NPK 20-20-20
27.8,53,38,29,19,25,Loamy,Wheat,Ammonium Sulphate
30.2,68,41,11,85,14,Sandy,Rice,DAP
30.5,45,39,9,12,66,Red,Wheat,MOP
33.8,57,48,17,53,13,Black,Cotton,DAP
30.4,37,30,10,10,66,Loamy,Ground Nuts,MOP
22.9,63,59,47,40,34,Loamy,Wheat,NPK 20-20-20
30.1,62,59,57,55,49,Sandy,Cotton,NPK 20-20-20
26.5,54,49,57,51,67,Loamy,Cotton,NPK 10-26-26
28.5,70,60,49,46,44,Red,Cotton,NPK 20-20-20
27.2,66,40,38,55,52,Sandy,Rice,NPK 10-26-26
30.4,65,51,69,36,38,Red,Cotton,NPK 20-20-20
27.9,40,39,5,3,72,Red,Cotton,MOP
30.0,64,61,17,100,10,Red,Maize,DAP
25.6,47,28,9,58,21,Sandy,Pulses,SSP
26.0,45,38,83,12,7,Black,Sugarcane,Urea
32.0,82,51,12,68,20,Black,Oil Seeds,DAP
22.7,57,43,65,47,57,Sandy,Tobacco,NPK 10-26-26
30.2,36,35,96,15,5,Black,Sugarcane,Urea
25.3,60,55,82,9,9,Sandy,Maize,Urea
28.6,49,37,40,53,56,Red,Sugarcane,NPK 10-26-26
32.7,52,45,21,36,32,Red,Maize,Ammonium Sulphate
26.3,47,47,3,12,79,Loamy,Rice,MOP
31.3,53,35,86,6,19,Red,Maize,Urea
28.1,38,46,8,13,71,Sandy,Wheat,MOP
33.4,63,55,54,43,42,Loamy,Tobacco,NPK 20-20-20
24.4,49,42,20,12,32,Sandy,Tobacco,Ammonium Sulphate
28.0,53,49,11,76,13,Black,Rice,DAP
28.7,50,39,98,23,16,Clayey,Cotton,Urea
27.7,53,52,17,28,35,Red,Cotton,Ammonium Sulphate
19.4,40,37,5,47,14,Loamy,Sugarcane,SSP
31.4,52,50,58,62,55,Sandy,Tobacco,NPK 10-26-26
31.0,60,54,58,35,44,Loamy,Maize,NPK 20-20-20
32.5,50,36,93,0,3,Black,Wheat,Urea
30.2,46,40,0,20,78,Clayey,Maize,MOP
28.3,61,43,20,83,18,Loamy,Pulses,DAP
25.1,44,39,4,44,11,Sandy,Oil Seeds,SSP
24.9,59,49,82,12,4,Loamy,Rice,Urea
24.1,41,41,32,26,35,Clayey,Maize,Ammonium Sulphate
19.9,41,40,17,66,11,Clayey,Ground Nuts,SSP
33.6,44,34,4,12,63,Red,Maize,MOP
28.7,52,41,91,8,13,Clayey,Maize,Urea
27.3,36,37,21,24,31,Loamy,Maize,Ammonium Sulphate
29.2,47,51,27,71,19,Black,Rice,DAP
27.1,55,35,16,10,40,Red,Maize,Ammonium Sulphate
30.8,65,50,23,91,16,Red,Ground Nuts,DAP
31.1,69,57,51,42,37,Sandy,Cotton,NPK 20-20-20
25.4,33,40,10,41,20,Sandy,Ground Nuts,SSP
30.5,54,53,12,74,15,Red,Wheat,DAP
28.1,43,34,10,16,88,Black,Wheat,MOP
28.8,43,37,88,10,18,Clayey,Cotton,Urea
32.3,45,42,7,11,90,Black,Ground Nuts,MOP
29.6,77,55,47,46,41,Loamy,Ground Nuts,NPK 20-20-20
28.4,50,46,19,12,40,Sandy,Tobacco,Ammonium Sulphate
32.4,51,46,27,77,24,Clayey,Maize,DAP
30.5,48,39,24,23,39,Loamy,Tobacco,Ammonium Sulphate
24.7,53,36,74,9,7,Black,Cotton,Urea
33.9,36,30,7,12,61,Clayey,Rice,MOP
16.7,41,33,6,45,18,Sandy,Tobacco,SSP
28.1,34,40,87,19,11,Sandy,Maize,Urea
25.1,42,34,8,64,16,Red,Oil Seeds,SSP
20.7,43,45,23,52,0,Sandy,Pulses,SSP
29.8,65,69,48,37,30,Loamy,Tobacco,NPK 20-20-20
29.9,54,48,47,43,45,Loamy,Wheat,NPK 10-26-26
27.3,40,43,8,15,76,Loamy,Oil Seeds,MOP
28.0,63,48,25,77,7,Loamy,Rice,DAP
34.0,57,59,52,26,45,Red,Maize,NPK 20-20-20
29.0,66,51,47,48,49,Loamy,Maize,NPK 10-26-26
25.4,64,45,28,84,19,Loamy,Cotton,DAP
31.3,36,52,4,5,76,Loamy,Ground Nuts,MOP
26.7,58,41,8,84,8,Black,Rice,DAP
26.9,52,44,20,24,10,Sandy,Wheat,Ammonium Sulphate
30.5,48,44,82,18,9,Loamy,Rice,Urea
23.1,50,43,56,46,54,Loamy,Cotton,NPK 10-26-26
24.6,57,44,35,25,35,Sandy,Millets,Ammonium Sulphate
32.0,39,31,7,6,66,Clayey,Rice,MOP
31.5,56,36,89,5,12,Loamy,Wheat,Urea
34.3,71,56,59,54,35,Sandy,Sugarcane,NPK 20-20-20
24.0,53,41,19,86,19,Loamy,Cotton,DAP
29.1,55,38,57,53,49,Loamy,Cotton,NPK 10-26-26
30.3,63,50,56,54,53,Loamy,Sugarcane,NPK 10-26-26
30.0,48,42,27,9,23,Loamy,Millets,Ammonium Sulphate
34.2,63,48,38,36,64,Sandy,Cotton,NPK 10-26-26
29.5,53,41,12,74,16,Black,Wheat,DAP
25.7,41,27,18,53,9,Sandy,Ground Nuts,SSP
26.4,52,45,85,18,24,Clayey,Maize,Urea
26.2,52,21,16,48,4,Sandy,Ground Nuts,SSP
36.7,53,30,12,19,30,Sandy,Maize,Ammonium Sulphate
26.9,45,44,52,49,37,Loamy,Wheat,NPK 10-26-26
24.0,50,45,29,13,19,Sandy,Ground Nuts,Ammonium Sulphate
22.7,37,31,81,1,8,Black,Cotton,Urea
25.3,52,54,23,83,23,Black,Maize,DAP
34.2,46,40,8,18,61,Loamy,Wheat,MOP
21.7,48,41,33,21,25,Red,Tobacco,Ammonium Sulphate
31.7,37,45,13,49,20,Sandy,Ground Nuts,SSP
27.4,41,54,83,17,1,Red,Ground Nuts,Urea
25.7,56,37,25,25,22,Loamy,Tobacco,Ammonium Sulphate
29.1,41,33,0,50,11,Black,Ground Nuts,SSP
26.5,35,30,8,22,64,Loamy,Tobacco,MOP
30.5,62,54,51,44,33,Sandy,Cotton,NPK 20-20-20
28.3,50,30,4,8,71,Sandy,Wheat,MOP
28.3,46,26,15,11,77,Sandy,Wheat,MOP
35.4,42,33,2,17,68,Sandy,Cotton,MOP
24.4,50,45,52,53,42,Loamy,Maize,NPK 10-26-26
21.3,51,46,83,19,23,Red,Maize,Urea
37.0,48,42,33,19,30,Clayey,Maize,Ammonium Sulphate
24.7,53,51,50,41,39,Red,Sugarcane,NPK 20-20-20
33.4,64,50,52,35,47,Loamy,Maize,NPK 20-20-20
31.4,46,36,27,17,33,Sandy,Sugarcane,Ammonium Sulphate
24.1,61,37,23,36,27,Red,Tobacco,Ammonium Sulphate
34.0,56,66,67,49,36,Sandy,Tobacco,NPK 20-20-20
29.4,35,24,0,51,9,Red,Pulses,SSP
25.5,50,34,9,55,13,Sandy,Ground Nuts,SSP
25.7,46,25,93,4,12,Clayey,Rice,Urea
30.9,47,39,11,12,78,Loamy,Millets,MOP
24.6,48,30,9,54,2,Sandy,Sugarcane,SSP
28.4,58,36,102,13,34,Clayey,Pulses,Urea
30.7,68,51,53,38,29,Sandy,Maize,NPK 20-20-20
32.4,54,44,25,78,23,Loamy,Pulses,DAP
26.2,43,30,9,52,8,Clayey,Oil Seeds,SSP
32.0,51,41,13,1,79,Black,Rice,MOP
22.0,54,33,24,24,25,Sandy,Tobacco,Ammonium Sulphate
33.1,61,46,26,13,31,Loamy,Pulses,Ammonium Sulphate
30.6,54,37,30,24,22,Red,Maize,Ammonium Sulphate
27.8,52,42,81,10,16,Clayey,Cotton,Urea
23.9,36,32,9,62,0,Clayey,Oil Seeds,SSP
27.7,49,42,86,24,22,Sandy,Maize,Urea
27.1,61,63,11,81,14,Red,Maize,DAP
32.2,42,35,7,21,84,Red,Sugarcane,MOP
19.6,46,43,2,10,57,Red,Maize,MOP
21.9,43,31,3,57,10,Black,Wheat,SSP
12.0,42,30,14,47,19,Sandy,Oil Seeds,SSP
26.0,42,49,20,20,32,Sandy,Wheat,Ammonium Sulphate
25.6,46,37,17,21,24,Loamy,Tobacco,Ammonium Sulphate
32.4,37,33,16,23,74,Black,Wheat,MOP
23.7,65,36,25,24,30,Loamy,Wheat,Ammonium Sulphate
31.7,43,32,2,49,17,Loamy,Pulses,SSP
29.3,60,58,52,46,45,Sandy,Cotton,NPK 20-20-20
30.6,57,25,90,11,8,Loamy,Wheat,Urea
22.7,51,44,87,19,0,Black,Wheat,Urea
39.8,40,51,9,13,85,Black,Maize,MOP
23.9,45,40,91,23,12,Clayey,Wheat,Urea
35.9,60,51,58,45,37,Red,Tobacco,NPK 20-20-20
24.2,51,32,2,16,67,Black,Maize,MOP
31.1,74,45,11,75,15,Black,Pulses,DAP
28.4,57,58,20,72,14,Loamy,Rice,DAP
28.0,68,47,64,51,38,Sandy,Maize,NPK 20-20-20
27.0,65,62,50,51,36,Sandy,Tobacco,NPK 20-20-20
30.2,55,58,11,76,32,Clayey,Cotton,DAP
31.4,46,29,11,0,83,Black,Wheat,MOP
24.9,63,40,45,39,36,Sandy,Cotton,NPK 20-20-20
25.2,75,42,20,83,26,Black,Ground Nuts,DAP
32.4,51,44,9,13,56,Loamy,Rice,MOP
28.6,58,30,32,21,24,Loamy,Tobacco,Ammonium Sulphate
27.1,62,26,7,62,25,Sandy,Sugarcane,SSP
23.7,52,40,40,60,54,Loamy,Maize,NPK 10-26-26
25.9,32,24,6,62,14,Loamy,Oil Seeds,SSP
29.8,43,35,8,14,69,Loamy,Cotton,MOP
27.9,41,37,21,11,39,Black,Millets,Ammonium Sulphate
34.3,60,50,42,61,54,Loamy,Millets,NPK 10-26-26
27.9,50,52,33,24,31,Red,Maize,Ammonium Sulphate
36.0,66,57,60,37,42,Loamy,Maize,NPK 20-20-20
32.8,48,37,30,27,21,Loamy,Maize,Ammonium Sulphate
30.9,56,42,41,66,53,Loamy,Wheat,NPK 10-26-26
31.0,55,38,30,36,20,Red,Pulses,Ammonium Sulphate
36.7,66,51,56,50,28,Red,Sugarcane,NPK 20-20-20
34.3,65,53,6,69,4,Red,Rice,DAP
28.4,65,58,51,42,43,Red,Sugarcane,NPK 20-20-20
21.3,53,40,46,57,52,Loamy,Wheat,NPK 10-26-26
29.8,55,51,15,79,28,Red,Rice,DAP
21.5,46,40,15,7,25,Sandy,Wheat,Ammonium Sulphate
21.5,53,41,45,63,58,Sandy,Sugarcane,NPK 10-26-26
18.6,41,29,21,20,24,Loamy,Millets,Ammonium Sulphate
27.6,49,29,83,23,12,Red,Ground Nuts,Urea
24.7,53,37,81,18,5,Sandy,Sugarcane,Urea
26.5,57,46,13,17,34,Red,Maize,Ammonium Sulphate
